word,onset,offset
the,873917.5424,873948.2624
crested,873958.5024,874122.3424
macaques,874153.0624,874444.9024
about,875049.0624,875146.3424
wikipedia,875166.8224,875499.6224
they've,875827.3024,875888.7424
still,875909.2224,875991.1424
got,875991.1424,876047.4624
the,876067.9424,876088.4224
monkey,876108.9024,876236.9024
selfie,876257.3824,876416.1024
up,876446.8224,876513.3824
there,876513.3824,876595.3024
for,876615.7824,876661.8624
anyone,876682.3424,876800.1024
to,876810.3424,876851.3024
download,876861.5424,877117.5424
they,877486.1824,877552.7424
still,877593.7024,877675.6224
claim,877696.1024,877783.1424
it's,877803.6224,877865.0624
in,877875.3024,877900.9024
the,877911.1424,877936.7424
public,877957.2224,878085.2224
domain,878105.7024,878325.8624
david,878704.7424,878842.9824
will,878863.4624,878919.7824
have,878930.0224,878976.1024
to,878996.5824,879011.9424
sue,879052.9024,879150.1824
them,879170.6624,879262.8224
to,879283.3024,879319.1424
get,879329.3824,879380.5824
it,879401.0624,879436.9024
taken,879447.1424,879580.2624
down,879600.7424,879785.0624
which,879948.9024,880046.1824
he,880087.1424,880112.7424
says,880153.7024,880230.5024
he,880240.7424,880276.5824
plans,880297.0624,880455.7824
to,880466.0224,880512.1024
do,880517.2224,880619.6224
there's,881474.6624,881536.1024
just,881556.5824,881633.3824
one,881684.5824,881740.9024
other,881751.1424,881833.0624
thing,881853.5424,881945.7024
that,881945.7024,881981.5424
should,882002.0224,882053.2224
be,882063.4624,882109.5424
mentioned,882140.2624,882396.2624
about,882554.9824,882642.0224
naruto,882662.5024,882887.7824
there,883532.9024,883584.1024
were,883584.1024,883630.1824
a,883640.4224,883681.3824
bunch,883701.8624,883834.9824
of,883845.2224,883875.9424
monkeys,883906.6624,884070.5024
around,884111.4624,884265.0624
when,884295.7824,884346.9824
the,884346.9824,884377.7024
selfies,884387.9424,884567.1424
were,884597.8624,884638.8224
being,884649.0624,884751.4624
taken,884771.9424,884915.3024
that,884915.3024,885022.8224
day,885027.9424,885135.4624
and,885688.4224,885739.6224
peta,885749.8624,885847.1424
consulted,885877.8624,886087.7824
with,886098.0224,886144.1024
the,886133.8624,886164.5824
primatologist,886195.3024,886574.1824
who,886645.8624,886691.9424
works,886722.6624,886835.3024
with,886855.7824,886917.2224
those,886917.2224,887009.3824
crested,887019.6224,887173.2224
black,887183.4624,887311.4624
macaques,887301.2224,887598.1824
she's,887925.8624,888012.9024
the,888033.3824,888064.1024
one,888074.3424,888140.9024
who,888151.1424,888192.1024
identified,888233.0624,888519.7824
naruto,888540.2624,888745.0624
as,888837.2224,888888.4224
the,888888.4224,888919.1424
monkey,888939.6224,889077.8624
in,889088.1024,889134.1824
the,889134.1824,889159.7824
famous,889180.2624,889344.1024
selfie,889323.6224,889533.5424
but,890066.0224,890122.3424
david,890132.5824,890255.4624
says,890275.9424,890439.7824
that's,890567.7824,890665.0624
not,890675.3024,890731.6224
right,890752.1024,890880.1024
uh,891186.7904,891248.2304
naruto,891278.9504,891478.6304
is,891499.1104,891519.5904
a,891529.8304,891550.3104
male,891550.3104,891755.1104
um,892676.7104,892886.6304
i,892942.9504,893029.9904
distinctly,893040.2304,893378.1504
remember,893398.6304,893644.3904
it,893664.8704,893710.9504
being,893721.1904,893849.1904
female,893977.1904,894187.1104
uhuh,894568.8064,894712.1664
um,895380.6848,895498.4448
i,895657.1648,895687.8848
distinctly,895739.0848,895918.2848
remember,895938.7648,896082.1248
that,896102.6048,896179.4048
pink,896373.9648,896481.4848
rump,896512.2048,896706.7648
uh,897024.2048,897101.0048
which,897121.4848,897223.8848
the,897213.6448,897377.4848
the,897510.6048,897556.6848
male,897597.6448,897694.9248
the,897705.1648,897761.4848
female,897781.9648,897961.1648
macaques,897961.1648,898171.0848
have,898191.5648,898360.5248
um,898775.2448,898867.4048
basically,898767.616,898941.696
what,898992.896,899033.856
you're,899064.576,899105.536
saying,899136.256,899289.856
is,899361.536,899484.416
is,899627.776,899719.936
that,899750.656,899837.696
naruto,899858.176,900278.016
mm,899994.2656,900106.9056
is,900736.5632,900782.6432
making,900833.8432,900961.8432
a,900972.0832,900987.4432
fraudulent,900987.4432,901294.6432
claim,901315.1232,901438.0032
himself,901458.4832,901786.1632
yes,902752.2048,902992.8448
it's,903054.2848,903095.2448
the,903136.2048,903172.0448
wrong,903192.5248,903289.8048
monkey,903300.0448,903438.2848
in,903469.0048,903509.9648
court,903520.2048,903689.1648
i,904119.2448,904180.6848
he's,903763.6096,903896.7296
taking,903947.9296,904091.2896
credit,904132.2496,904372.8896
for,904475.2896,904546.9696
an,904536.7296,904582.8096
artistic,904582.8096,904864.4096
work,904915.6096,905094.8096
that,905166.4896,905227.9296
was,905217.6896,905289.3696
actually,905320.0896,905463.4496
made,905514.6496,905617.0496
by,905637.5296,905709.2096
a,905729.6896,905765.5296
female,905816.7296,905975.4496
monkey,906016.4096,906195.6096
yeah,906644.992,906839.552
and,906839.552,906880.512
i,906921.472,906952.192
think,906972.672,907069.952
well,907121.152,907295.232
the,907581.952,907658.752
the,907658.752,907720.192
the,907740.672,907786.752
feminists,907837.952,908058.112
amongst,908099.072,908242.432
us,908273.152,908344.832
should,908375.552,908457.472
should,908498.432,908564.992
start,908585.472,908749.312
to,908759.552,908810.752
protest,908851.712,909164.032
i'm,909408.4608,909480.1408
sure,909521.1008,909608.1408
she's,909638.8608,909751.5008
not,909761.7408,909833.4208
the,909859.0208,909905.1008
first,909966.5408,910058.7008
lady,910109.9008,910212.3008
monkey,910243.0208,910376.1408
to,910406.8608,910437.5808
have,910468.3008,910570.7008
this,910601.4208,910708.9408
kind,910842.0608,910918.8608
of,910918.8608,910970.0608
experience,910980.3008,911420.6208
it's,915030.2208,915101.9008
in,915122.3808,915168.4608
the,915168.4608,915194.0608
nature,915214.5408,915363.0208
of,915414.2208,915460.3008
both,915470.5408,915562.7008
humans,915593.4208,915772.6208
and,915834.0608,915885.2608
monkeys,915915.9808,916207.8208
to,916284.6208,916320.4608
horse,916371.6608,916468.9408
around,916499.6608,916622.5408
in,916632.7808,916678.8608
front,916689.1008,916755.6608
of,916765.9008,916817.1008
cameras,916817.1008,917108.9408
but,917569.7408,917605.5808
it's,917626.0608,917677.2608
a,917697.7408,917707.9808
uniquely,917748.9408,917938.3808
human,917969.1008,918097.1008
characteristic,918127.8208,918430.2208
